varieties,mintcream,whitesmoke,ivory,azure,convex_perimeter,convexity,mean_r,mean_s,roughness,std_s,con_1,con_2,con_6
5,0,3.43E-05,0,0,2875.350757,0.939316998,206.647238,16.22992705,1.064603326,16.1837648,0.139826688,0.001635017,0.000235131
5,0,5.78E-05,3.40E-06,0,2764.408699,0.934173912,207.7083609,14.0894403,1.070464489,15.94943719,0.175932651,0.00023985,8.85E-05
5,0,8.18E-06,0,0,2862.473211,0.92392117,207.4113421,18.57691445,1.082343422,19.25618437,0.155711393,0.001360304,0.00027337
5,0,1.98E-05,0,0,3158.667344,0.938177076,206.3414825,18.35587723,1.065896861,18.65091211,0.154074317,0.002910651,7.92E-05
5,0,5.19E-05,1.73E-06,0,2800.220659,0.928641342,208.2927045,16.30840895,1.076842,16.03474013,0.169867355,0.000304772,0.000112558
5,0,1.32E-06,0,0,3143.475681,0.939368846,207.9809596,18.78701011,1.064544566,18.9431543,0.166096346,0.00222162,7.50E-05
5,0,4.23E-06,1.41E-06,0,3043.481963,0.940307281,209.6524437,19.59502181,1.063482141,21.54980474,0.154066183,0.002262944,0.000243767
5,0,9.88E-06,0,0,3018.585452,0.9403118,208.3922054,19.35172603,1.06347703,20.94245738,0.166576082,0.003259637,0.000127054
5,0,6.82E-06,0,0,3113.613773,0.93926457,205.0216689,17.94236822,1.06466275,17.23494399,0.129895926,0.001964441,0.00015279
5,0,0.000117284,2.44E-06,0,3284.583284,0.93119127,198.6742722,17.3457504,1.073893229,22.10097047,0.11948825,0.000384839,0.000213799
5,0,8.75E-05,0,0,3050.36633,0.941137156,203.5235892,15.08336628,1.062544384,16.97022153,0.152028668,0.000741266,5.65E-05
5,0,2.93E-05,0,0,3046.601676,0.940964774,203.5892515,18.2971245,1.06273904,18.93717004,0.129832216,0.001562408,0.00017888
5,0,2.32E-05,0,0,3183.605324,0.935806146,202.9214774,19.58136383,1.068597384,20.37907632,0.116083736,0.002079855,0.000119917
5,0,9.17E-05,0,0,2968.873236,0.919712737,205.8273018,16.26164706,1.087296022,22.12807872,0.172001497,0.000183424,0.000112421
5,0,0.00018741,0,0,3429.073522,0.927571118,198.5928832,18.38177989,1.078084452,16.80886788,0.108243971,0.001119887,0.000122273
5,0,2.27E-05,2.27E-06,0,3397.85711,0.933977266,204.3207748,17.51971999,1.070689873,19.39479197,0.117617785,0.002258778,0.000203381
5,0,4.70E-05,0,0,3183.415885,0.890406203,203.8891506,17.97538927,1.123082922,17.44859326,0.136280897,0.000519329,0.000160496
5,0,3.14E-05,0,0,2887.624017,0.932739339,206.4032168,18.94965088,1.072110887,16.12246019,0.097552399,0.001833503,0.000470934
5,0,3.65E-05,0,0,2997.716341,0.939515073,204.5116328,19.5076316,1.064378878,18.72083511,0.130073017,0.001119633,0.000170791
5,0,5.18E-05,4.71E-06,0,2869.365766,0.943713566,208.4007232,16.98336022,1.059643557,21.36568438,0.179523439,0.000202465,0.000160088
5,0,1.12E-06,0,0,3423.459311,0.92072589,200.4215259,24.90497645,1.086099578,24.6077972,0.069597246,0.001496979,0.000302747
5,0,2.63E-05,0,0,2876.429451,0.943168115,205.5599086,17.41821561,1.060256368,18.46139974,0.134357187,0.0019114,0.000148699
5,0,2.36E-05,0,0,3059.796894,0.931583385,206.6592099,19.92700402,1.073441214,20.23982512,0.157953405,0.001485799,7.64E-05
5,0,0,0,0,3366.474198,0.890741488,206.2593466,22.65653824,1.122660181,24.28249698,0.1378976,0.001853125,0.000344323
5,0,9.52E-06,2.72E-06,0,3099.410227,0.923768375,207.1154724,23.11359737,1.082522445,24.62397196,0.152441937,0.000364661,7.35E-05
5,0,1.35E-05,1.69E-06,0,2774.308767,0.94268365,208.6066824,15.41818959,1.060801256,15.19863354,0.140093851,0.004119712,0.000180808
5,0,2.27E-05,0,0,2935.890392,0.93610609,205.4627313,17.91058334,1.068254988,17.7264222,0.130904139,0.002175985,0.000414618
5,0,6.70E-06,0,0,3114.277651,0.942302522,206.663319,18.97785055,1.061230312,20.9931198,0.124422815,0.002472216,0.000196973
5,0,4.99E-05,0,0,3044.868265,0.941246638,211.7262428,18.07984999,1.062420793,20.58022014,0.186933845,0.001781787,0.000203674
5,0,8.24E-05,0,0,2767.92916,0.942270547,206.4610597,16.6908804,1.061266324,13.90913797,0.102112238,0.001303954,0.000190125
5,0,1.02E-05,0,0,3216.818653,0.935943337,203.830985,21.46426593,1.068440749,21.20962783,0.098236606,0.001497653,0.000415379
5,0,4.49E-06,1.50E-06,0,2952.352082,0.917698839,204.7812719,19.49131724,1.089682102,21.06074025,0.101551568,0.0007573,0.000185583
5,0,2.78E-05,0,0,3212.824778,0.943501125,202.7549308,19.38262745,1.05988215,20.58464706,0.109816765,0.002563944,0.000106304
5,0,0.000119651,3.15E-06,0,2874.235518,0.940878939,209.2407479,20.689225,1.062835992,26.2992508,0.163670942,0.001352366,0.000146414
5,0,5.21E-06,0,0,3155.525434,0.937492934,203.4288968,20.82552241,1.066674706,23.39202781,0.131801754,0.000871281,0.000259171
5,0,2.62E-05,0,0,3300.540975,0.932461464,203.0964653,21.7256549,1.072430377,24.76130911,0.122271091,0.001733793,6.19E-05
5,0,2.81E-06,1.41E-06,0,3025.064607,0.940687628,210.3547944,19.75037899,1.063052145,22.73084586,0.109558122,0.002179715,0.00029391
5,0,0.000178448,0,0,2743.317993,0.932346583,210.7926569,16.53851909,1.072562519,22.60381836,0.210361323,0.000113246,0.000178448
5,0,0,0,0,3026.44183,0.940425627,206.7626404,21.80678712,1.063348309,26.83376487,0.124287305,0.004322854,0.000193749
5,0,1.00E-04,1.72E-06,0,2733.956,0.942345151,207.9756499,17.59223383,1.061182305,21.71001382,0.206244852,0.000143033,0.000106844
5,0,0.000154674,0,0,3196.189115,0.943228245,203.5899075,19.89276061,1.060188777,19.55197784,0.135418426,0.000430509,0.000607096
6,0,0.000107373,1.88E-06,0,2618.052104,0.941488756,216.8536302,16.01177898,1.062147576,20.05985312,0.25570347,0.002836901,0.000301397
6,0,3.93E-05,0,0,2814.523953,0.937028547,209.7976538,17.41971597,1.067203345,19.33031188,0.176450063,0.001115591,9.99E-05
6,0,2.02E-05,0,0,2527.486963,0.941423388,214.8386758,15.94467573,1.062221326,17.31230043,0.197076911,0.001163167,0.000234656
6,0,6.11E-05,0,0,2486.048152,0.936671485,210.9026363,15.91474251,1.067610167,17.04248891,0.186340689,0.000577089,0.000200086
6,0,8.58E-06,0,0,2756.696599,0.946965797,212.2299116,17.77088822,1.056004349,21.51198585,0.193260984,0.001474331,0.000190513
6,0,0,0,0,2785.442604,0.938575119,217.8714801,17.32718695,1.065444821,18.72464329,0.256559342,0.002080976,0.000167416
6,0,9.49E-06,0,0,2652.103635,0.93985041,216.6387593,16.98704025,1.06399911,21.24629765,0.296774108,0.001247006,0.000110086
6,0,8.33E-06,0,0,2789.474414,0.944048685,208.7642612,17.72428138,1.059267404,17.93573678,0.108202792,0.001181661,0.000384998
6,0,2.62E-05,0,0,2635.768175,0.912071414,211.930346,17.18930781,1.096405374,20.39601389,0.176034391,0.001133759,0.000168658
6,0,0.000384954,0,0,2359.89248,0.939198152,218.7021139,13.59482508,1.06473804,16.44166758,0.326776516,0.000342444,0.000134616
6,0,1.74E-05,0,0,2868.355323,0.943690042,214.2946716,16.04749874,1.059669972,15.54462187,0.199033827,0.001664176,0.000240909
6,0,2.76E-05,0,0,2920.613073,0.936210807,211.5287606,18.29871385,1.068135502,18.66027062,0.185023257,0.00159905,0.000142717
6,0,9.81E-06,1.40E-06,0,3056.966184,0.932224816,210.3852367,17.34205614,1.072702617,17.2634122,0.1652616,0.001251387,0.000140133
6,0,5.89E-05,0,0,2669.822175,0.895643036,213.4964654,14.44955742,1.116516245,18.08482749,0.22745059,0.000664748,8.65E-05
6,6.99E-06,4.66E-06,0,0.00076008,2363.220022,0.936679568,196.7510294,26.50816504,1.067600954,13.95925884,0.140558916,0,0
6,3.98E-05,0,0,0.000641668,2417.559606,0.943613682,185.3210753,32.52858632,1.059755723,15.47851061,0.046839563,0,0
6,0,0.000121915,0,0,2574.798175,0.948643602,214.3520179,14.99848478,1.054136662,18.6604582,0.244347902,0.00164101,0.000228348
6,0,6.47E-05,0,8.26E-05,2412.797645,0.939117307,197.9198622,22.16744491,1.0648297,12.34056283,0.158782276,0,0
6,0,3.17E-05,0,0.000208792,2215.914421,0.946891345,198.1609284,21.26397387,1.056087381,11.60321779,0.132561772,0,0
6,0,6.33E-05,0,0,2591.542266,0.946053443,216.2110084,17.22151105,1.057022737,22.64718468,0.251405405,0.001068684,0.0002264
6,0,1.44E-05,0,0,2729.712947,0.937443147,212.6353766,17.46905494,1.066731356,17.72509533,0.211317771,0.001045878,0.000289324
6,2.31E-06,0,0,0.000733222,2399.498496,0.936689584,186.41416,30.80836611,1.067589538,16.15270633,0.067633998,0,0
6,1.82E-05,0,0,0.000997185,2870.250831,0.911502036,176.0140433,34.58121521,1.097090254,15.41255825,0.025888785,0,0
6,0,0.000265794,0,0,2880.783175,0.927533608,208.8041303,14.61609352,1.07812805,14.0829409,0.1732456,0.001624825,8.54E-05
6,0,5.60E-05,0,0,2691.927124,0.939675747,212.8925412,16.84383616,1.064196882,19.07363465,0.244798004,0.001612714,7.96E-05
6,0,0.000124668,0,0,2407.985558,0.938307712,215.8013113,14.78339374,1.065748461,17.46492697,0.272150525,0.001096618,0.000249336
6,0,7.63E-05,2.24E-06,0,2413.606787,0.947592462,217.2215607,13.60225526,1.055305989,14.28352275,0.258784853,0.001104067,8.53E-05
6,0,0.000126707,1.86E-06,0,2654.062232,0.932529714,214.2396664,14.86603524,1.072351888,16.88226391,0.211768476,0.000857136,8.01E-05
6,0,6.67E-05,0,0,2684.647336,0.9382721,212.5735519,12.49132134,1.065788911,15.19234933,0.254807008,0.000711882,0.000124354
6,0,1.52E-05,0,0,2431.007721,0.94352814,217.678245,13.28860701,1.059851803,15.80146876,0.245103897,0.000673309,0.000138559
6,0,3.18E-05,0,0,2706.415344,0.933989427,214.4579104,15.60939553,1.070675931,18.33278768,0.239920292,0.00244887,5.66E-05
6,0,3.73E-06,0,0,2673.136776,0.86518338,218.3503823,15.35621459,1.15582433,17.0586143,0.274673985,0.002755608,0.000300578
6,0,8.43E-06,1.69E-06,0,2863.760697,0.852211524,211.6876917,17.74659554,1.173417598,20.73761309,0.216634645,0.001226953,7.25E-05
6,0,5.11E-05,0,0,2911.695574,0.924454952,211.4458707,16.43027318,1.081718474,19.27083925,0.214716184,0.000689061,0.000192008
6,0,1.12E-05,0,0,2844.56883,0.940338067,215.9008262,16.91721865,1.063447323,21.9824756,0.268650676,0.001725944,0.000185551
6,0,0.000191888,0,0,2851.142631,0.946719167,208.9543273,17.22509643,1.056279449,23.17703818,0.22086037,6.77E-05,3.71E-05
6,0,6.82E-05,0,0,2622.218552,0.939281446,212.8283893,15.95966239,1.064643622,19.93731766,0.255105001,0.000453104,9.67E-05
6,0,0.000236164,0,0,2437.588019,0.899202307,216.0163659,14.99314021,1.112096791,19.49133103,0.288060476,0.001163163,0.000125807
6,0,2.78E-05,0,0,2468.265718,0.941765273,215.2951161,16.62979675,1.061835713,21.23785119,0.27788382,0.001310269,0.000123973
6,0,4.03E-05,0,0,2845.510971,0.931338545,211.0916784,17.39926186,1.073723412,21.3157134,0.182201797,0.001409816,0.00021615
6,0,3.83E-05,0,0,2738.857952,0.943169397,213.3561482,16.81548245,1.060254927,20.76455763,0.226604419,0.001385411,0.000139412
6,0,5.28E-05,3.77E-06,0,2637.132609,0.938997242,216.4569009,14.92948042,1.064965854,16.97444873,0.227752381,0.001303717,0.000371682
6,0,0.000107805,0,0,2625.657365,0.938748639,217.1644192,15.53730042,1.065247883,15.66282718,0.221532945,0.001295547,0.000238305
6,0,9.60E-06,0,0,2610.350207,0.943840294,218.1080624,17.0963353,1.05950128,22.75339156,0.273594474,0.000889379,8.26E-05
6,0,6.98E-05,0,0,2681.834631,0.884352763,210.5565023,16.18093919,1.130770482,20.80857337,0.230546729,0.000741077,0.000141619
