varieties,mintcream,whitesmoke,ivory,azure,convex_perimeter,convexity,mean_r,mean_s,roughness,std_s,con_1,con_2,con_6
1,0,1.40E-05,0,0,3347.28331,0.938100056,211.8105272,18.55878723,1.065984373,20.82408167,0.169492925,0.002401069,0.000212886
1,0,2.25E-06,0,0,3433.703532,0.934018461,205.5237617,19.74123326,1.07064265,22.49743932,0.173900207,0.000432717,8.11E-05
1,0,4.95E-05,0,0,3398.44572,0.942686815,205.2505811,19.3157637,1.060797695,22.34671816,0.14444966,0.001897898,0.000163224
1,0,7.40E-06,1.23E-06,0,3270.172813,0.938456297,207.5600348,19.58809471,1.065579722,21.90973521,0.163203287,0.000952522,0.00031833
1,0,3.59E-05,0,0,3122.351128,0.932866842,209.8537152,17.89057597,1.071964352,20.85045181,0.185116148,0.001813415,7.06E-05
1,0,1.06E-05,0,0,3326.55811,0.934966523,206.1329925,20.97291426,1.069557011,27.57751606,0.167605966,0.001317061,0.000375798
1,0,0,0,0,3295.962868,0.940715516,211.024628,19.94297606,1.063020629,22.1891865,0.149339892,0.001696522,0.000452245
1,0,0.000142009,0,0,3076.398072,0.935122044,206.4574565,18.18212498,1.069379132,19.74525741,0.178619312,0.001034437,0.000139224
1,0,5.59E-06,0,0,3425.095443,0.93361964,200.5107501,23.45574976,1.071100003,24.45960426,0.091857312,0.00119272,0.000111783
1,0,0,0,0,3259.295106,0.943230927,208.8737939,20.60277587,1.060185763,23.19066478,0.180060804,0.002092937,0.000450081
1,0,1.28E-05,0,0,3351.508236,0.927680708,205.1404491,20.68685018,1.077957094,22.19837304,0.109627258,0.000342607,0.00022957
1,0,1.57E-05,0,0,3006.632059,0.943336172,210.5789572,17.74806531,1.060067481,19.70763401,0.187275763,0.001998302,0.00014294
1,0,7.75E-06,0,0,3169.46271,0.944069962,207.9468062,22.28895842,1.059243531,29.95640284,0.197913329,7.62E-05,0.000124022
1,0,2.19E-05,0,0,3204.094422,0.945977236,210.0898478,18.78249942,1.05710789,20.16880996,0.173144268,0.000786774,0.000128558
1,0,0.000145873,0,0,3293.225487,0.916495232,202.5446836,19.0845173,1.091113151,19.54961766,0.13448312,0.00045932,0.000172396
1,0,2.58E-05,0,0,3213.397129,0.916931387,210.1215648,16.1890592,1.090594143,18.96155394,0.191263691,0.001846515,5.67E-05
1,0,8.07E-06,0,0,3446.4046,0.925237415,207.8636474,17.85792984,1.080803677,18.69851371,0.154331998,0.001075721,0.000139509
1,0,3.81E-05,0,0,3083.066121,0.941368154,210.6465761,16.20163539,1.062283651,19.78335419,0.179032783,0.001434265,0.000141521
1,0,3.51E-05,4.21E-06,0,3056.414012,0.921246573,210.7173668,18.74651547,1.08548572,22.08689737,0.150690165,0.00102668,0.000316009
1,0,9.90E-05,1.41E-06,0,3083.118946,0.926659539,206.2264975,17.38230973,1.079144991,19.51107618,0.183401655,0.000472291,9.62E-05
1,0,1.32E-05,2.40E-06,0,3287.402469,0.924979648,203.5503743,19.67054293,1.081104867,21.35079567,0.139666755,0.000918884,0.00023152
1,0,7.41E-06,0,0,3258.603243,0.937859232,209.7324849,19.74013116,1.066258097,21.74102756,0.149541161,0.001319263,0.000259406
1,0,5.30E-06,0,0,3154.159883,0.941394353,211.2838057,20.58483072,1.062254088,21.98008459,0.164896418,0.001900437,0.000254629
1,0,1.98E-05,0,0,3033.976825,0.941699044,213.8335594,15.29704102,1.061910391,17.12707126,0.227546778,0.001387843,0.000263676
1,0,4.40E-05,0,0,3163.398531,0.935937133,207.3881741,18.36865305,1.068447832,20.01432044,0.144408606,0.000816394,0.000177252
1,0,8.88E-05,0,0,3042.672219,0.892029229,204.7195746,16.10910041,1.121039499,18.68939031,0.197662688,0.000324079,0.000162039
1,0,1.46E-05,0,0,2830.513638,0.94041586,212.0018354,17.63845937,1.063359352,17.36516701,0.184840507,0.001866112,0.000336353
1,0,0.000103563,4.03E-06,0,3160.574738,0.916296728,205.0523867,16.91760154,1.091349527,20.11325355,0.13669774,0.000742425,0.000468051
1,0,4.87E-05,0,0,3259.392156,0.793004102,208.5565088,19.05898809,1.261027525,22.47962789,0.164306214,0.000783895,0.000118373
1,0,0.000109257,1.21E-06,0,3279.54982,0.940422289,206.3531695,19.82619521,1.063352083,19.16467718,0.132926897,0.000713812,0.000139606
1,0,9.22E-05,0,0,3352.419822,0.935768981,202.2718922,22.70727483,1.068639825,21.02351375,0.123524792,0.000687351,0.000256736
1,0,3.88E-05,2.99E-06,0,2945.753776,0.937969721,210.8554382,17.6473819,1.066132496,22.39589419,0.178925215,0.000307696,0.000155342
1,0,0,0,0,3196.35861,0.863052952,206.775463,17.88729969,1.158677457,18.04034668,0.187072304,0.001126869,3.63E-05
1,0,1.37E-05,0,0,3225.824226,0.944357023,210.2356939,19.17152084,1.058921547,22.71243693,0.204996414,0.001479185,0.000157863
1,0,4.52E-05,1.46E-06,0,3100.404849,0.855970566,207.7241771,17.66398709,1.16826447,21.74929789,0.160410591,0.001241212,0.000195214
1,0,9.62E-05,0,0,3257.005803,0.900376479,204.64376,20.06112245,1.110646517,21.88235656,0.143185021,0.00058119,0.000139436
1,0,4.84E-05,0,0,3451.061185,0.856974527,199.6231496,24.32680483,1.166895828,25.63396379,0.141750644,0.000675124,8.53E-05
2,0,0,0,0,3002.451231,0.94179194,208.5984954,15.7010484,1.061805646,15.62501723,0.156268234,0.000426346,0.000299752
2,0,0,1.26E-06,0,3208.243199,0.939675466,201.8062014,18.17935437,1.064197201,18.70278819,0.101949578,0.000311792,0.000212471
2,0,0,0,0,3153.759837,0.942932397,208.8546619,17.04047894,1.060521415,16.39796634,0.162266612,0.001589941,0.000335205
2,0,0,0,0,3316.972886,0.941363588,202.9450772,17.08042006,1.062288804,17.15291653,0.073465395,0.000388463,8.83E-05
2,0,0,0,0,3430.731465,0.932049935,202.0025026,22.11907144,1.072903889,19.31842839,0.076161366,0.00165726,0.000202132
2,0,0,0,0,3309.436316,0.935235555,204.8755533,21.60703698,1.06924934,20.64120109,0.117289847,0.00139302,0.000476401
2,0,0,1.19E-06,0,3285.94477,0.935916358,204.1320914,20.4899595,1.068471549,18.08567441,0.096581094,0.001171889,0.00018755
2,0,0,0,0,3430.196347,0.9360156,201.286966,18.4906881,1.068358263,19.0275969,0.072452419,0.000417664,5.67E-05
2,0,0,0,0,3209.104077,0.943595664,206.1585946,18.78481973,1.059775959,18.74808159,0.112098556,0.001007194,0.000495403
2,0,0,0,0,3015.684762,0.939146541,210.097035,16.40441245,1.064796553,19.75666769,0.191402403,0.00107788,0.000247312
2,0,0,0,0,3315.154169,0.946867367,201.9353823,16.93295571,1.056114124,17.71890276,0.123690881,0.00023396,0.000116392
2,0,0,1.31E-06,0,3201.438177,0.93556608,203.7974784,19.03088409,1.068871586,18.16939986,0.123532431,0.000879007,0.00018416
2,0,0,3.01E-06,0,2931.253252,0.944083858,209.4892758,15.5109845,1.05922794,18.40072772,0.182863902,0.000443925,0.000117377
2,0,0,0,0,3154.181206,0.937501877,204.1422214,16.41527835,1.066664531,15.19171196,0.14050941,0.000442109,9.05E-05
2,0,0,0,0,3091.723255,0.938472225,206.2539728,16.61929571,1.065561637,15.21432432,0.134157074,0.001392639,0.000165435
2,0,0,1.65E-06,0,2808.644785,0.941849019,210.0394658,14.74075478,1.061741298,18.48076569,0.204723047,0.000266951,0.000120293
2,0,0,1.45E-06,0,2978.877016,0.942472047,215.4729468,17.78541708,1.061039427,16.81987123,0.150507366,0.002433964,0.000269475
2,0,0,0,0,3220.452934,0.904587446,207.7448878,21.15214137,1.10547632,23.43807996,0.162586627,0.001026178,0.000118941
2,0,0,0,0,3203.915222,0.942624281,203.8647844,18.36657381,1.060868069,22.53029021,0.157534689,0.000478863,0.000129217
2,0,0,0,0,3279.512001,0.941154235,207.2854048,18.88464626,1.062525102,19.62863338,0.1252109,0.001123999,0.000419403
2,0,0,0,0,3369.971906,0.920290336,203.1695771,19.7620686,1.086613605,20.35060571,0.104680838,0.001094249,0.000287591
2,0,0,6.11E-06,0,2913.929968,0.931004467,209.813073,19.70270316,1.074108702,22.15707461,0.145375432,0.000948449,8.71E-05
2,0,0,1.47E-06,0,2992.729577,0.934814152,211.3599075,16.89010869,1.069731345,18.7578922,0.183877589,0.001220459,0.000176452
2,0,0,0,0,3260.806948,0.898388554,206.3049684,23.19574117,1.113104119,24.67804651,0.138183943,0.000457559,0.000364827
2,0,0,0,0,3268.058289,0.836765768,202.9800095,20.37707945,1.195077569,18.88197411,0.0955649,0.000563581,0.000137231
2,0,0,0,0,2981.114782,0.931887406,212.9851015,17.97582879,1.073091013,19.63953269,0.202190728,0.002446933,0.000267126
2,0,0,0,0,3157.569936,0.942369302,208.64247,16.44362944,1.061155109,19.64450985,0.160385278,0.003008123,0.000185255
2,0,0,0,0,3340.940646,0.926382909,202.0120658,17.15311557,1.079467238,22.81053948,0.132846315,0.00025764,0.00021431
2,0,0,0,0,3331.728599,0.939218714,206.8420369,22.12325396,1.064714731,22.3950156,0.127111823,0.000925795,0.000291928
2,0,0,0,0,3342.199764,0.913833357,205.3867637,20.17860316,1.094291417,24.56718834,0.123699206,0.000791612,0.000201942
2,0,0,0,0,2992.598281,0.93304162,207.1862509,21.08964549,1.071763551,22.89908585,0.160100397,0.000414696,0.000387147
2,0,0,0,0,3079.310312,0.942441656,210.1263085,18.91088095,1.061073642,19.41017852,0.136972398,0.001811052,0.000212019
2,0,0,0,0,2872.41494,0.937251017,208.6258468,16.12341613,1.06695003,20.78831457,0.220507151,0.000459478,0.000216409
2,0,0,0,0,3050.353171,0.936505038,212.926512,18.34742842,1.067799915,20.39739061,0.181984325,0.002012987,0.000273231
2,0,0,0,0,3324.35165,0.924416594,205.9864121,20.28207632,1.081763359,20.528987,0.137748871,0.001840202,0.000250883
2,0,0,0,0,3031.190188,0.943717449,208.110624,19.77460899,1.059639197,21.52805894,0.116966709,0.000863068,0.000793014
2,0,0,0,0,2917.433979,0.936772722,208.3152209,18.05869714,1.06749479,22.67225204,0.164976508,0.001361417,0.000209802
2,0,0,0,0,3016.809726,0.926940531,208.2766741,19.54573834,1.078817859,21.06462146,0.124647539,0.000525753,0.000309182
2,0,0,0,0,3191.663767,0.89733178,209.4050539,20.37445104,1.114415005,22.13061016,0.147855822,0.001234563,0.000143969
2,0,0,0,0,2970.627201,0.952539328,214.3105917,18.30877075,1.049825419,19.33196728,0.170972792,0.001509616,0.000256987
2,0,0,0,0,2937.586387,0.879091115,211.5256429,18.76094603,1.137538513,21.81367831,0.210412897,0.001194978,0.000244218
2,0,0,0,0,3266.693115,0.935137824,212.4471665,17.87433148,1.069361087,21.13709837,0.186343335,0.003149671,0.000263814
2,0,0,0,0,3107.75016,0.937003869,209.4236558,18.86334264,1.067231453,20.1388526,0.117804607,0.004310235,0.000324239
2,0,0,0,0,3156.261257,0.934306483,209.4150423,21.58222201,1.070312599,21.86165196,0.132290698,0.001278973,0.00021273
2,0,0,0,0,2901.378111,0.931239031,213.0987763,15.8262192,1.073838152,17.67730158,0.173561892,0.002464585,0.000203596
3,0,0,0,0,3014.329061,0.942782921,203.2695018,18.99372952,1.060689558,20.85699447,0.146422891,0.000856107,0.000284892
3,0,0,3.87E-06,0,3189.069924,0.932090495,206.7785398,19.16042723,1.072857202,21.18508661,0.158637224,0.001552713,0.000161204
3,0,0,0,0,3219.467006,0.934660934,204.8263371,19.91260476,1.069906705,20.52899084,0.125959011,0.001854723,0.000289372
3,0,0,0,0,2942.011932,0.940134963,207.1370591,17.77011093,1.063677068,20.80742031,0.154167412,0.001957386,0.000324728
3,0,0,1.25E-06,0,3251.172748,0.939628656,206.9936949,17.89983064,1.064250215,19.00340524,0.096105853,0.00120797,0.000178082
3,0,0,0,0,3397.317632,0.933850352,201.9846337,18.50463664,1.070835384,17.91549249,0.098020866,0.001148525,0.000341423
3,0,0,0,0,3153.473813,0.941880548,202.6852812,17.19793785,1.061705757,16.95232351,0.113416835,0.002087115,0.000128738
3,0,0,0,0,3091.176132,0.940832327,208.3600221,14.90829063,1.062888648,14.36437885,0.141407481,0.002538268,0.000292302
3,0,0,0,0,3355.22611,0.93484727,204.0005303,19.10366598,1.069693449,19.31887998,0.084695304,0.00139085,0.000562852
3,0,0,0,0,3275.234954,0.936562606,204.7833152,18.64645253,1.06773428,18.00933948,0.13997058,0.002263675,7.50E-05
3,0,0,0,0,3272.843582,0.938816573,205.2459181,18.61535786,1.0651708,18.7539204,0.137029908,0.002719458,0.000284396
3,0,0,0,0,3277.800739,0.936666794,207.315342,18.87932298,1.067615513,21.02580178,0.123718184,0.001541214,0.000345863
3,0,0,0,0,2949.390721,0.935103765,206.3046656,18.53690687,1.069400036,15.28115602,0.112495205,0.002439113,0.000398716
3,0,0,0,0,3354.792278,0.935184302,203.2952845,18.37338936,1.069307941,17.85954395,0.081253445,0.001667322,0.000520893
3,0,0,0,0,3103.735681,0.692436066,206.6562976,18.70007249,1.444176652,18.97489961,0.136100156,0.002403493,0.000355274
3,0,0,0,0,3256.191934,0.94744502,202.6053013,22.83420292,1.055470216,25.70961038,0.125267799,0.001863052,0.000445724
3,0,0,0,0,3220.881816,0.82622128,202.4537257,17.60106705,1.210329514,17.23414467,0.164530478,0.001175198,6.39E-05
3,0,0,0,0,2923.386931,0.923881326,204.3100631,18.99809712,1.082390099,19.94127404,0.129023646,0.002765857,0.000339912
3,0,0,0,0,2979.308274,0.94537664,209.8094497,18.20790347,1.057779469,18.23679806,0.11716838,0.002468933,0.000232048
3,0,0,0,0,3446.499398,0.935931028,207.6254737,16.87114281,1.068454801,17.48151309,0.129796744,0.00278309,0.000166785
3,0,0,0,0,3378.237607,0.937629505,205.874203,19.44949273,1.06651934,21.29907752,0.125577954,0.002013019,0.000138789
3,0,0,1.38E-06,0,3085.67684,0.934801553,201.3114136,18.97662923,1.069745762,16.85273733,0.153498585,0.000239842,0.000328059
3,0,0,0,0,3445.393149,0.917350579,204.5042141,18.79569663,1.090095786,17.40202706,0.107938962,0.000877497,0.000230741
3,0,0,0,0,3199.628318,0.935499565,206.5242801,16.78701485,1.068947584,18.47695952,0.147767761,0.000806421,0.000182586
3,0,0,0,0,2906.533855,0.941152031,209.5374024,15.47789362,1.06252759,14.14020418,0.163863003,0.002170775,0.000173784
3,0,0,0,0,3226.978023,0.930549819,206.5500586,15.90117852,1.074633491,18.96662577,0.151469398,0.001316166,0.000307875
3,0,0,0,0,3090.081521,0.868277168,208.159788,18.65626831,1.151705972,18.07004993,0.165656777,0.001462895,0.000266502
3,0,0,1.63E-06,0,2846.485335,0.928894354,204.9448184,19.32949358,1.07654869,15.91028482,0.152199593,0.000500909,0.000213743
3,0,0,0,0,3030.099999,0.880836159,205.8203147,16.58994041,1.135284911,16.32990164,0.134636472,0.000899595,0.000149933
3,0,0,1.28E-06,0,3205.083686,0.923627844,201.75305,19.70910192,1.082687153,20.1706283,0.133541446,0.000298218,0.000104952
3,0,0,4.57E-06,0,3473.205553,0.887349576,202.8450323,18.21036407,1.126951572,19.74216424,0.145710553,0.000852042,0.000164469
4,0,0,0,0,3161.808355,0.916530006,201.0781804,21.76134164,1.091071752,25.00996209,0.13904128,0.00024327,0.000335318
4,0,0,0,0,3313.709208,0.918942591,202.691602,23.24058057,1.088207261,19.44891906,0.075201163,0.001456976,0.000208484
4,0,0,0,0,3206.287277,0.937586211,205.2690987,22.57083309,1.066568587,23.134234,0.103707371,0.0016119,0.000386198
4,0,0,0,0,2942.394817,0.937806937,208.8793644,18.75053866,1.066317554,19.5514026,0.170053534,0.001335333,0.000140323
4,0,0,0,0,2839.215224,0.942764081,210.8379662,19.08099763,1.060710755,20.59036884,0.140044399,0.001154886,0.000210125
4,0,0,0,0,2773.884703,0.940122492,212.9786365,18.78968465,1.063691177,20.20675214,0.142203073,0.002270579,0.00015273
4,0,0,0,0,3305.143401,0.925426139,205.6134121,22.63521342,1.080583267,24.51517898,0.108882486,0.001626892,0.000565662
4,0,0,3.13E-06,0,2892.408051,0.942600905,212.0409578,18.93842341,1.060894378,22.14342993,0.192900361,0.002154438,0.000114132
4,0,0,0,0,3204.343228,0.939200658,203.6694816,20.76188777,1.064735199,25.86965658,0.129817452,0.001232701,0.000188061
4,0,0,0,0,3319.987197,0.904999826,200.3854357,21.67673428,1.104972588,27.33980889,0.11781325,0.000691311,0.000214834
4,0,0,6.36E-06,0,2870.823439,0.899957728,204.9912622,17.78791151,1.111163301,26.21783014,0.164743933,5.57E-05,3.66E-05
4,0,0,0,0,2889.196925,0.943470728,206.6042559,19.87632989,1.059916297,19.99067852,0.104181201,0.001526099,0.000815996
4,0,0,0,0,3016.465808,0.938558024,208.3968444,17.88240165,1.065464228,19.13266691,0.150967225,0.003203274,0.000100461
4,0,0,1.40E-06,0,3062.447101,0.942885099,208.5186526,20.58592644,1.060574614,26.43424778,0.163645442,0.001269265,0.000133238
4,0,0,0,0,2762.17004,0.946541234,207.4713237,23.4707084,1.056478011,31.36546483,0.193989765,4.84E-05,4.32E-05
4,0,0,0,0,3242.029502,0.936438262,200.8407142,23.85882564,1.067876059,26.48807734,0.100295911,0.000766661,9.36E-05
4,0,0,0,0,3203.729283,0.897299711,206.6399653,20.07411889,1.114454834,22.373491,0.133563276,0.001465367,0.000252694
4,0,0,0,0,3329.444506,0.934079701,199.5626665,26.16029966,1.070572456,31.17725472,0.071916341,0.001544183,0.000175368
4,0,0,1.35E-06,0,3113.341779,0.933423981,207.8800779,22.22182546,1.071324521,25.1914095,0.134468575,0.001703807,0.000209098
4,0,0,1.24E-06,0,3226.629474,0.932343852,201.3764151,23.81093074,1.072565661,24.89697542,0.087192833,0.001165031,0.000300853
4,0,0,0,0,3397.795361,0.934684374,203.4681803,22.10506976,1.069879873,23.63500208,0.12960826,0.002251879,0.000303072
4,0,0,0,0,3382.150158,0.938314606,202.3623172,23.78083612,1.065740631,24.24173486,0.077400376,0.001859894,0.000375577
4,0,0,2.39E-06,0,3333.648611,0.930031738,204.3641509,21.39604438,1.075232123,24.95732008,0.139815052,0.000132755,8.01E-05
4,0,0,0,0,2916.126067,0.937932288,209.7574001,16.59146555,1.066175045,14.34239899,0.111822016,0.002431817,0.00024626
4,0,0,0,0,3236.692703,0.93532848,204.7316082,20.78572732,1.06914311,24.21229075,0.140941937,0.000497187,0.000561381
4,0,0,0,0,3396.400649,0.896858464,202.0326336,20.0984546,1.115003136,22.50607773,0.11751025,0.001397538,0.000307088
4,0,0,0,0,3032.00126,0.946279895,208.8014375,17.96902095,1.056769784,22.72900574,0.197673979,0.001761543,7.99E-05
4,0,0,0,0,3011.836853,0.937049088,207.385737,19.81605022,1.067179951,25.10653337,0.1554056,0.003422194,0.000155358
4,0,0,0,0,3238.287472,0.937076221,206.8293461,22.89625123,1.067149051,25.3601551,0.096739833,0.002563882,0.000338861
4,0,0,0,0,3103.712192,0.892793758,208.2792684,20.94522775,1.120079515,24.56055029,0.153624254,0.003316713,0.000135348
4,0,0,0,0,3162.968602,0.893202087,208.4180539,21.57302096,1.119567469,22.09045699,0.150386447,0.003769796,7.60E-05
4,0,0,0,0,2957.077935,0.934083698,208.7302007,18.54426168,1.070567875,22.99546805,0.176422386,0.002923564,0.000213114
4,0,0,0,0,2921.722576,0.93758222,196.0295932,22.434464,1.066573127,25.28758456,0.034865008,0.001825036,0.000167605
4,0,0,0,0,3381.666416,0.933675896,193.0636779,21.43001943,1.071035468,25.31621044,0.027109524,0.000115698,0.000164472
4,0,0,0,0,3315.562286,0.933221569,195.8807777,21.06581971,1.071556888,26.89347004,0.039100257,7.75E-05,6.18E-05
4,0,0,0,0,3058.103302,0.922798851,199.5550989,19.24829712,1.08365978,19.94280563,0.051915823,0.001588053,8.07E-05
4,0,0,0,0,3126.896141,0.924640508,197.32108,19.37411246,1.081501396,21.39085251,0.055744288,0.002029227,0.000280538
4,0,0,0,0,3149.015095,0.923262426,201.6420545,20.25737138,1.083115669,20.92888481,0.040163375,0.001716131,0.000142228
4,0,0,0,0,3142.042383,0.937879799,192.7769311,18.35659875,1.066234715,18.75522637,0.035641004,0.000885078,8.64E-05
4,0,0,0,0,2889.724783,0.935144427,193.3109913,21.76333433,1.069353536,24.95378761,0.019793833,0.0003357,1.09E-05
4,0,0,0,0,3162.140094,0.935668527,199.2554991,23.14077425,1.068754555,26.55548096,0.049798343,0.002106808,0.000153008
5,0,6.35E-06,0,0,2877.637676,0.940240912,207.9547084,20.03725507,1.063557209,23.54714692,0.169726009,0.002970435,8.10E-05
5,0,8.49E-06,0,0,3048.346672,0.937949207,207.5434801,17.28580703,1.066155814,16.65536368,0.125434377,0.001745287,0.000333783
5,0,1.12E-06,0,0,3420.2732,0.938720327,205.712564,20.47452693,1.065280011,20.01991397,0.128756218,0.001176539,7.81E-05
5,0,5.85E-05,0,0,3219.956379,0.936867616,201.0388601,17.30300642,1.067386665,21.52044919,0.131212852,0.001235038,0.000170565
5,0,9.71E-06,0,0,3067.677657,0.941105838,206.170836,19.11767848,1.062579743,21.37784305,0.123942177,0.00190755,0.000242779
5,0,1.28E-05,0,0,3055.435208,0.937241505,206.9852322,18.74839567,1.066960858,19.43145695,0.1513336,0.0028706,0.000140618
